0x5b8fd0	⊢⊞⊞⋈⋈⋈⊞⋈⋈⊞⊞⊞⊙
0x7843f2	⊢⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈⊞⋈⋈⊞⊤∈∋⊞⊞⋈⋈⊙⊞⋈⋈⋈⋈⋈⋈⊣⋈⋈⋈⋈⋈≻⋈≺⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⊞⊤∈⊤∈⊤∈⋈⊤∈⊞∋⋈⋈≻∋⊞⋈⋈⊞⋈⋈⋈⋈⋈⋈≺⋈⊤∈⊤∈⋈⋈≺⋈≺⊞⋈⋈≻⊤∈⋈⋈⋈⋈⊙⋈∋⋈⋈⋈≺⊞⊞⋈⋈⋈≻⊤∈⋈⋈⋈⋈⋈⋈⊞⋈⋈≻⋈⋈∋⊞⋈⋈⋈⋈⋈⋈⊣⋈⋈≻⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⊤⋈∈⋈≺⊤∈⋈⊤∈⋈⋈≺⋈≺⊞⋈⊞⊥⊞⊤⊥⊞∈⊞∋⋈⋈≻∋⊤∈⋈⋈⋈≻⊤∈⋈⋈≺⋈⊞∋⋈⋈⋈⊙∋⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣
0x788b73	⊢⋈⋈⋈⋈⋈⋈⋈⋈⊞⊤∈∋⊞⊞⊤∈⊞∋⋈⊞⊞∈⊞⊞≺⊤∈∋⋈⊞∋⋈⋈⋈⋈⊣⋈⋈⋈⋈≻⋈≺⋈⋈⋈⋈⊞⋈⋈⋈⊞⊤∈⊤∈⊤∈⋈⋈≺⋈⊞∈⋈⊞⊞⋈⋈⋈⋈≺⊞⋈⊞⊥⊤⊥⊞∈⊞∋⋈⋈≻∋⋈≺⋈⋈⋈≻⊤∈⋈⋈⋈⊤∈⋈⋈⋈⋈≺⊞∋⊞⋈⋈⊞≻⋈⋈∋⊞⋈⋈⋈⋈⊣
0x7c2500	⊢⋈⋈⋈⋈⊞⋈⋈⋈≻⋈⋈⋈⋈⊞⊞⊞≻⊞⊤⋈⊥⊥⊞⋈⋈⋈⊣
0x774c9d	⊢⋈⋈⋈⋈⋈⋈⊞⋈⊞⋈⋈⋈⋈⋈⊤∈⋈⊡⋈⋈⋈⊞⋈⋈⊞⊞⋈∋⋈⋈⋈⊞⊤∈⊞⋈⊞⊙⊤∈⋈⊞≺⋈∋⋈⋈⊤∈⋈⋈⋈⊞∋⊞⊤⊥⊞⊞⊞∈⋈⋈⋈⊞∋⊞⊤⊥⊞⊞⊞∈⋈⊤∈⊤∈⊤∈⋈⋈⋈≻⋈⋈⊞⋈⊞⋈⊞⋈⊞⋈⊞⋈⋈⊞⊞⊞≻⋈⋈⊤∈⊞≻⋈∋⋈⊞⋈⋈⊞⋈⋈⋈∋⊤∈⊤∈⊤∈⋈⋈≻⋈⋈⊞⋈⊞⋈⊞⋈⊞⋈⊞⋈⋈⊞⊞⊞≻⋈⊤∈⊞≻∋⋈⋈⊞⋈⋈⊞⋈⋈⋈∋⊤∈⋈⋈≻⋈⋈⊞⋈⊞⋈⊞⋈⊞⋈⊞⋈⋈⊞⋈⋈⊞⊞⊞≻⋈⊤∈⊞≻∋⋈⊞⊞⋈⋈⊞⋈⋈≺⊞⋈⋈≺⋈∋⊤∈⋈≻⋈⋈⊞⋈⊞⋈⊞⋈⊞⋈⊞⋈⋈⊞⋈⋈⊞⊞⊞≻⊤⋈∈⊞≻∋⋈⊞⊞⋈⋈⊞⋈≺⋈∋⊞⊞⊤∈∋⋈⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣
0x77467e	⊢⋈⋈⋈⋈⋈⋈⊞⋈⊞⊞⋈⊤∈⊞∋⋈∋⋈≻∋⋈⋈⊤⋈∈⋈⋈⋈≻⊤∈⋈⋈⋈⋈⋈⋈⋈≻⋈⊤∈⋈≺⊞⋈⋈⋈⋈⋈∋⋈⋈⋈⊤⋈∈⋈⋈⊞⊞∋⊤∈⊞≻⋈∋⊞⋈⋈⋈⋈⋈⊤∈⊞≻∋⋈⊞⋈⋈⋈⊞⋈⊞⊤∈⋈⋈≺⊞⋈∋⋈⊤∈⋈⊞⊞⋈⋈⋈⋈∋⋈⋈⊤∈⊤∈⊞⋈⊞⋈⊤∈⋈≻⋈⋈∋⋈⋈⊞⋈⋈∋⊤∈⊤∈⊞⊞⋈⊤∈⋈≻⋈⋈∋⋈⋈⊞⋈⋈∋⊞⊤∈∋⋈⋈⋈⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣⊞⋈⋈≻∋⊞⋈⋈≻
0x775197	⊢⊞⋈⋈⊞⋈⊞⊣
0x770082	⊢⋈⋈⋈⋈⋈⋈⋈≻⋈⊤∈⊞∋⋈⋈≻∋⋈∈⋈⋈⋈⋈≻⊤∈⋈⋈⋈⋈⊙⊞∋⋈⊞⊤⊥⊞⊞⋈⊞⊤∈⊞⊤∈⊞⋈⊞⊙⋈⋈⋈⋈⊙⊞∋⋈⋈⋈⋈⋈≻⋈⊞⋈⋈⋈⋈⋈⋈⊣
0x77d704	⊢⊞⋈⋈⊞⋈⊞⊣
0x7dae1b	⊢⋈⋈⋈⊞⊤∈⊞≺⊤∈⊞⊤∈⊞⊤∈⊞⊤∈⋈⋈⋈⋈⋈⊞⊞⊞⊞⊞⊞⋈⋈⋈∋⋈⊣⊞⋈≻∋⊞≺⊞∋⋈≻∋⊞⋈≻⊞⋈⋈⊞⋈⊞⊣
0x7d234d	⊢⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊤∈⋈⊤∈∋⋈⊞⋈⊞⊤∈⊤∈⊤∈⋈⋈⊞⊞⊞⊞⋈⊞⊤⋈⊥⋈⊞⊞⋈⊞⊥⊞⊞⊞⊞⊞⊞⊞⋈⋈≺⊤∈⊤∈⋈⋈⊞⊤⊞⊥⋈⋈⋈≺⊤∈⊤∈⊤∈⋈⋈≺∋⋈⊞⊞⊞⋈⊞⋈⊞⊥⊞⋈⊥⊞⊞⊞⋈≺⋈⋈⊞⊞⋈⊞⊞⋈⊞⋈⊞⋈⊞⊥⊤⋈⊥⋈⊥⊞⊞⊞⊞≺⊞⋈⊞⋈⋈⋈⋈⊞⋈⊞⊥⊤⋈⊥⋈⊥⋈⊞⊞⊞⊞∋⊞⊞∋⋈⊞∋⋈⊞⋈⊞⋈⋈⊞⊞⊤⊞⊞⊞⊥⊥⊞⊞⊞⊞⊞⊥∋⊤∈⊤∈⊤∈⋈⋈⊞⊤∈⊞⋈⊞⊙⊞≺⊤∈⊤∈⊤∈⊤∈⊤∈⊤∈⊤∈⊤∈⊤∈⊤∈⊤∈⊤∈⊤∈⊤≺⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞⊞∈⊞∈∋⊞⊞≺∋⊞⊥≺⊤∈⋈⊤∈⋈≺⊞⊥⊞⊞≺⋈⊤∈⊤∈⊞∋⊥≺∋⊞≺∋⋈≺⋈⋈∋⊞≺⋈⊞⋈∋⊞∋⊞⊞⋈⊞⋈⊞⋈⋈⊞⊞⊤⊞⊞⊥⊞⊥⊞⊞⊞⊞≺⊞⋈≺⊤⊥⊞≺∋⊞⊥⊞≺∋⊞∈∋⊞∋⊞∋⋈∋⊞⋈⋈⋈⋈⋈⋈⊣⋈≺⊞≺
0x7d49a2	⊢⋈⋈⋈⋈⋈⋈⊞⋈⋈⊞⊞⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈≻⋈⊤∈⊤∈⊤∈⊤∈⊤∈⋈⋈⋈⊤∈⋈⊤∈⋈⊤∈⋈⊤∈≺⊤∈⊞⊞⊤⋈∈∋⊞⋈⊞∋⊤∈⋈⊞∈⋈⋈⊞⊤∈⊞⊞∈∋⋈∋⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊤∈⋈⋈⋈⋈⋈⋈≻⋈⋈≺⋈⋈⊞∋⊤∈⋈⋈⋈≻⋈⊞⋈⋈⋈⋈≻⊤⋈∈⋈∋⊞⊞∋⋈⋈≻⋈⊞⋈⋈⋈⋈≻⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣⋈⊤∈∋⊞⊞∋⋈⊞⊤∈⋈⊞⊞⊞⊞⋈⊤∈≺⊞⋈≻∋⊞⋈⋈≻∋⊞⋈⋈≻∋⊞⋈⋈≻∋⊞⋈⋈≻⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈⊤∈⊤∈⊤∈⋈≺⊤∈⊤∈⋈⋈≺∋⊤∈⊞⋈≺⋈≺⋈∋⊞∋⊞⊞∋⊞⊞∋⋈⊞⋈⋈⊞⊤⊥⋈⋈≻⊞⊞⊞∈∋⊞⋈⋈⋈⋈⋈⋈⊣
0x7d294a	⊢∋⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⊞⋈≻⋈⋈⋈⋈⋈⋈⋈⋈⋈⋈≻⊤∈⋈⋈≺⊞⊞∋⋈⊞⊞⊤∈⊞⋈⊞⊙⊤∈≺⊞⋈⊞⋈⋈⊞⊞⊞⊤⋈⊥⊤⊥⋈⊞⊤⊥⊤⊥⊞⊞⊞⊞⊞⊞⋈∋⊤∈⊞∋⋈⋈≻∋∈⋈⋈⋈≻⋈⋈⊤∈≺⋈⊞∋⋈⊞⋈⋈⋈⊙⊞⋈⋈⋈⊞⋈⋈⋈≻⊞⋈⋈⋈⋈⋈⋈⊣⋈⋈⋈⋈⋈⋈⊞⋈⋈⋈⊤⋈⋈∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊤∈⋈⋈⋈⋈≻⋈⋈⊞⋈⋈⋈⋈⋈⋈≻⋈⋈⋈⋈⊤⋈∈⊤∈⊤∈⊞⋈⋈≻⋈⋈⊞≺⊞⊞⊤∈⊞⋈⊞⊙⋈⊞⋈⊞⊞∈≺⊤∈⋈⋈⋈⋈≻⋈⋈⋈⋈⊞⊞⋈⋈⋈⋈⋈⋈≺⋈⋈⊞⋈≻⊞⊞⋈⊞⋈⋈≺⊞∋⋈⋈⊤∈⋈⋈⋈⋈≻⋈⋈⊞⋈⋈⋈⋈⋈⋈⋈≻⋈⋈⋈⋈⊤⋈∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈∋⊤∈⊞⊙⋈⋈⊤∈∋⊤⋈⋈∈⋈⊞⋈⊞⊞⊞⊥⊤∈⋈⊤∈∋⊤∈⊞≺⊤∈⋈⋈⊞≻⋈⊤∈⋈⋈⋈⊞⋈⊞⊞∈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⊤∈⋈⋈⊞⋈⋈≻⊤∈⋈⋈⋈⋈⊞≻⋈⋈≻⋈⋈⊞⊞⋈⊞⋈⋈⋈⋈⋈⋈⋈⋈⊞⊞⊞∋⋈⋈⋈⊞⊤⊥⊞⊞⋈⋈⋈⋈⊞⊤⊥⋈⊥⊞⊞⊞⊞⊤∈⋈⋈⋈⋈≺⊤⋈∈⊤∈⊤∈⊤∈⊤∈≺∋⊤∈⋈⋈⊞⋈⋈⋈≻⋈⋈⋈⋈≺⊞⊤∈⊞⋈⊞⊙∋⋈⋈⊞⋈⋈⋈⋈≻⊤∈⊞⋈⋈⋈⋈⋈⋈⋈≻⋈⋈⊤⋈∈⋈⊤∈⊤∈∋⊞⊞≺⋈⋈⊞⋈≻⊞⊞⋈⋈⋈∋⊞∋⊞⋈⋈⋈⋈⋈⋈≺⋈⊞⊞≺∋⊞⊤⊥⊤∈⊞⊞⋈⋈⊤∈⊞≺∋⋈⊞⋈⊞⊞∈⋈⊞⊞≺⊞⋈⊞⊞⋈≺⋈⊤⋈∈∋⊞⊤∈⋈⊞⊞⋈⊞⋈⊞⋈⊞⋈⊞≺∋⋈⊞⊙⋈⊤∈⊤⋈∈⋈⋈⊞⋈⋈⋈⋈⋈≻⋈⋈⋈⋈⋈⊞⋈⋈⋈≻⋈⋈⋈⋈⋈≻⋈⋈⋈⋈⋈≻⋈⊞⊞⊞⋈⊞⊞⊤∈⊤∈⊤⋈⋈∈⋈⋈⊞≺⊞⋈⊞⋈∋⋈⊤∈⊞⋈⋈⊙⋈⋈⊤∈∋⋈⋈⋈⋈⋈≻⋈⋈⋈⊤∈⊤∈⊤⋈∈⋈⋈≺⋈⊞⋈⊞⊞⊥∋⋈⋈⋈⊞⋈⋈≻⋈⋈⋈⋈⊤∈⋈⊞⋈⊞⊞∈∋⊞⊞⋈⊞⊞⊤⋈⊥⊥⊞⊞∋⋈⋈≺⊤∈⋈⋈⊤⋈∈∋⋈∋⊞⊞≺⋈∋⊞⋈⋈⊞⋈⋈⋈≻⋈⋈⋈⋈⊤∈⋈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞∈⊡⊞≺⊤⋈∈⊤∈∋⊤∈⊞⊙⋈⋈⊤∈∋⊤∈⋈⊞⋈⊞⊞⋈∈⋈⊞⋈⊞⊞∈⋈⊞⋈⊞⊞⋈∈⋈⊞⋈⊞⊞∈⋈⋈⋈≻⋈⋈⊞≺∋⊡⊞≺⊤∈⋈⋈⋈⋈⋈⊤⋈∈∋⋈⊞⋈∋⊞≺⋈⊞⊞∋⋈⋈⋈⋈⋈⊞⊤∈⊤∈⊤∈⋈≺⊤∈⊤∈⋈≺⋈≺⋈∋⊞∋⊞⊞⋈≻⋈⋈⊞⋈⊞⊞∈⋈⊞⊤∈⊤∈⊤∈⋈≺⊤∈⊤∈⋈≺⋈≺⋈∋⊞∋⊞⊞⊞⋈⊞⊞⋈≺∋⋈⋈⊞⋈⋈⋈⋈≻⊤∈⊞⋈⋈⋈⋈⋈⋈⋈⋈≻⋈⋈⋈⊤⋈∈⋈⊤∈⋈⊤∈⋈⊞⊞⊞⊞≺⊞≺⊞⋈⋈≻⋈⋈⊞≺⊞⋈⋈≻⋈⋈⊞≺⊞⋈⋈≻⋈⋈⊞∋⋈⋈⋈⋈≻⋈⋈⋈⊤∈⊞⋈⊙⊤∈∋⋈⋈⊞∈⋈⋈⊞⊞⊞⊤⊥⊥⊞⊞⋈⋈⋈⋈⊙⋈⋈⊤∈⊤∈⊤⋈∈⋈⋈⊞≺⊤∈⊤⋈∈⋈⋈⋈⋈≺∋⊡⊞≺⋈⋈⋈≻⋈⋈⋈⋈≻⋈⋈⋈⋈⋈≻⋈⊞⋈⊞⋈⊞⋈≺∋⋈⋈⊞∋⋈≺⋈⋈⊞⋈⋈⋈⋈≻⊤∈⋈⋈⋈⋈⊤∈⊤⋈∈∋⊞⋈⋈≻∋⊞⊞⊞⊞⊞⋈⋈⊞≺⊞⊞⊞⊤⊥⊥⊞⊞⊞⊤⋈⋈⊥⋈≻⋈⋈⋈⋈⋈≻⋈⊞∈⋈⋈⊞⋈⊞⋈⊞⊞⊞⋈⊞⋈⊞⋈⊞⊞⊞⊙⊞⋈⊞⊞⋈⊞⊥⊥⊤∈⊤∈⊤∈⋈⋈≺⋈⋈⊞≺⋈⊞⋈∋⊞⋈∋⊞⊞⊞⊞⋈⊞∋⊞⊞⋈⊤∈⊤∈⊤∈⋈⋈⋈⋈⊞≻⊞⋈⊞⋈≺⊤∈⊤∈⋈⋈⋈⋈⋈≻⋈⋈⋈≺∋⋈⋈⋈⋈⊞≻⊞⋈⊞⋈⋈⊞⊤⊥⋈≺⋈⋈⋈⋈⊞≻⊞⋈⋈≺⋈⋈⋈⋈⋈⊞≻⊞⋈⊞∋⊞∋⋈⋈⋈⋈≻⊞⊞⊞⋈⋈⋈⊞⊞⋈≺⊡⊞≺∋⋈⊞⋈∋⊞≺⋈⋈⊞≺⋈⊞⋈∋⊞⋈∋⋈⋈⊞⊞⊞⊞⊞⊞⊞⊞⊞∋⊤∈⊤∈⊤∈⊞⋈⋈⋈⋈≻⊞≺⊞⋈⋈⋈⋈≻⊞≺⊞⋈⋈⋈⋈≻⊞≺⊞⋈⋈⋈⋈≻⊞∋⋈⋈⋈⋈≺⋈⋈⋈⋈≻⋈⋈⋈⋈⋈≻⋈⊞⊞⋈⊞⊞⊞≺⋈⋈⋈⊞≺⋈⊞⋈⋈∋⊞⋈∋⋈⋈⋈≻⊞⊞⊞⋈⋈⋈⊞⊞⋈≺⊞∋⊞⊞⊞∋⊞⊞⊞∋⋈⋈⋈⋈⊤⋈∈⊤∈⊤∈⋈≺⊤∈⋈≺⋈≺⊤∈∋⋈⋈⊞⋈⊞⋈⊞⊞⊞∋⋈⊞⋈⋈⊞⊤⊥⋈⊥⊤∈⊤∈⋈⊤∈⋈⋈≺⋈⋈∋⊞≺⋈⊞⋈∋⊞⋈⋈⊞⊤⊥⋈⊥⊞⊞⊤∈⋈⊤∈⊤∈∋⋈⊞⊞⊞⊞⊞≺⊞⊞⋈≺⊞⊞⋈⋈∋⊤∈⊤∈⊤∈⋈≺⋈≺⋈≺⋈∋⊞⊞⊞⊞⊤⊥⋈⊥⊞⊞⊞⊞∈⋈⋈⋈⋈∋⋈≺⋈∈∋⊞⊞≻⋈⊞⊞⊞⊤⊥⊥⋈⋈⋈⋈≺⊤∈⋈⋈⋈⋈⊤∈∋⋈⊞⋈≺⊞⊞≺⊞⊞∋⋈⋈⋈∋≻⋈⋈⋈⋈≻∋⊞≺⊡⊞∋⋈∋⊤∈⊤⋈∈⊤∈⋈⋈≺⊤⋈∈⋈⋈⋈⊤∈∋⋈⊞⋈≺⋈⋈∋⊞≺⋈⊞⋈∋⊞∋⋈⋈⋈⋈≻⊞⊞⊞⋈⋈⋈⊞⊞⋈∋⋈⋈≻⊞∋⋈⋈⋈⋈⋈⋈⊣⋈⊞⊤∈⊤∈⊤∈⋈≺⋈⋈∋⊞≺⋈⊞⋈∋⊞∋⋈⊞⊞⊞⊞⊞⊞⊞⊞⊞⋈≺⊤∈⊤∈⋈≺⋈≺⋈∋⊞∋⊞⊞⋈⊞⋈⋈≺⊞≻∋⊞≺⊞∋⊞⊞≻∋⊞⋈⋈≻∋⊞≺⊞≺⊞≺⊞≺⊞≻∋⊞≺⊞≺⊞≻⊞≺⊞≺⊞⋈⋈≻⊞≺∋⋈⋈≻⋈⋈⋈⋈⋈⋈⋈⋈⋈⊞⋈⋈⊞⋈⋈⋈≻⋈⋈⋈⋈⋈≻⋈⋈⋈⋈⋈⊞⋈≻⋈⊞⊞⋈⋈⋈⋈≻⋈⋈⊞⋈⋈⋈⋈⋈⋈⊣⋈⋈⋈⊤∈⋈⋈⋈⋈⋈⊤∈⊤∈⊤∈⊞⋈⋈⋈≻∋⋈⋈⋈≻⋈⋈⋈⋈⋈⋈⋈⋈≺∈∋⊞⊞⋈⋈⋈⋈⋈⋈⋈⋈≺⊞⊞⊞≻∋⊞⋈⋈⋈⋈≻
