abandon	⊢⊢⊢⊢◻∋∋∈∈⊣⊥⊤  
coin	⊢⊢⊢⊢⊢⊢⊢≺⋈∋⊥⊤  
collect	⊢⊢⊢≺≻∋∈⊤≻◻⊢≻  
color	⊢⊢⊢⊢⊢⊢∋∋∈⊥⊙≺  
column	⊢⊢⊢⊢⊣⊤≻⊢∈≺⊣≻  
combine	⊢⊢⊢≺≻∋∋⊥∈⋈⊞◻  
come	⊢⊢⊢⊢⊢⊢⊢≺⋈⊙⊤⊙  
comfort	⊢⊢⊢≺≻∋⊙⊣∈∈⊞⊙  
comic	⊢⊢⊢⊢⊢⊢∋∋∋⊣∈≺  
common	⊢⊢⊢⊢⊣⊤≻⊣≻≺∋◻  
company	⊢⊢⊢≺≻∋⊙⊞∈∈≻⊣  
concert	⊢⊢⊢≺≻∋⊥◻◻⊙⊥≻  
conduct	⊢⊢⊢≺≻∋⊞⊣⊤∋∋⊙  
confirm	⊢⊢⊢≺≻∋⊞≻◻∋⊢⋈  
congress	⊢⊢∋≻◻⊙≺⊤⊥⊤◻⋈  
connect	⊢⊢⊢≺≻∋⊞⊞⋈⊥∈≻  
consider	⊢⊢∋≻◻⊞⋈⋈⊙⊞⊥⊥  
control	⊢⊢⊢≺≻∋◻⋈∈⊥∋⊥  
convince	⊢⊢∋≻◻⊞⊞⊥◻⊙∋◻  
cook	⊢⊢⊢⊢⊢⊢⊢≺⋈⊙⊞⊙  
cool	⊢⊢⊢⊢⊢⊢⊢≺⋈⊙⊞⊥  
copper	⊢⊢⊢⊢⊣⊤≻⋈⊣∋⊢⊥  
copy	⊢⊢⊢⊢⊢⊢⊢≺⋈⊥≻⊣  
coral	⊢⊢⊢⊢⊢⊢∋∋⊥⊣⋈⊥  
core	⊢⊢⊢⊢⊢⊢⊢≺⋈⊥⋈◻  
corn	⊢⊢⊢⊢⊢⊢⊢≺⋈⊥⊤⊙  
correct	⊢⊢⊢≺≻⊙∋⊙⊙∈∈≻  
cost	⊢⊢⊢⊢⊢⊢⊢≺⋈⊥⊙⊤  
cotton	⊢⊢⊢⊢⊣⊤≻⊙⊢◻⊞◻  
couch	⊢⊢⊢⊢⊢⊢∋∋⊞⋈◻≻  
country	⊢⊢⊢≺≻⊥⊣⊞⋈≻≻⊞  
couple	⊢⊢⊢⊢⊣⊤≻⊙⊞∋⊙⊙  
course	⊢⊢⊢⊢⊣⊤≻⊙◻∋⊣◻  
cousin	⊢⊢⊢⊢⊣⊤≻⊙◻⊞⋈◻  
cover	⊢⊢⊢⊢⊢⊢∋∋⊞⊞⊤≺  
coyote	⊢⊢⊢⊢⊣⊤≺⊢∋⊞⊞◻  
crack	⊢⊢⊢⊢⊢⊢∋⊞⊢⊣⊥≻  
cradle	⊢⊢⊢⊢⊣⊤∋∈⋈⋈⊞◻  
craft	⊢⊢⊢⊢⊢⊢∋⊞⊢≻⋈⊙  
cram	⊢⊢⊢⊢⊢⊢⊢≺⊤⊥⊤∋  
crane	⊢⊢⊢⊢⊢⊢∋⊞⊢≺⊥⊤  
crash	⊢⊢⊢⊢⊢⊢∋⊞⊢⋈⊙◻  
crater	⊢⊢⊢⊢⊣⊤∋∈◻⊢⊙≺  
crawl	⊢⊢⊢⊢⊢⊢∋⊞⊢⊤∈≺  
crazy	⊢⊢⊢⊢⊢⊢∋⊞⊢∈≻⊣  
cream	⊢⊢⊢⊢⊢⊢∋⊞⊣⊥∋⊞  
credit	⊢⊢⊢⊢⊣⊤∋⊞⊣◻≻⊤  
creek	⊢⊢⊢⊢⊢⊢∋⊞⊣⊞⋈⊙  
crew	⊢⊢⊢⊢⊢⊢⊢≺⊤⊞≺⊤  
cricket	⊢⊢⊢≺≺⊥⋈≺◻∋⊤⊤  
crime	⊢⊢⊢⊢⊢⊢∋⊞≺⊙⊣≻  
crisp	⊢⊢⊢⊢⊢⊢∋⊞≺⊥≺∋  
critic	⊢⊢⊢⊢⊣⊤⊙≻∈≻⊞⊢  
crop	⊢⊢⊢⊢⊢⊢⊢≺∈⊢⊣⋈  
cross	⊢⊢⊢⊢⊢⊢∋⊞∈≺⊙⋈  
crouch	⊢⊢⊢⊢⊣⊤⊙⊙≻⊞◻≻  
crowd	⊢⊢⊢⊢⊢⊢∋⊞∈⋈⋈⊣  
crucial	⊢⊢⊢≺≺◻⊤◻⊤≺≺≺  
cruel	⊢⊢⊢⊢⊢⊢∋⊞⊙∋⋈⊥  
cruise	⊢⊢⊢⊢⊣⊤⊥⊣∈⊤≺⊤  
crumble	⊢⊢⊢≺≺◻∈⊙⊙⋈⊙⊙  
crunch	⊢⊢⊢⊢⊣⊤⊥⊣⊙≺∋⊤  
crush	⊢⊢⊢⊢⊢⊢∋⊞⊙⊥◻◻  
cry	⊢⊢⊢⊢⊢⊢⊢⊢⊣∈⊙⊞  
crystal	⊢⊢⊢≺⋈⊢≺⊥∈⋈≻∈  
cube	⊢⊢⊢⊢⊢⊢⊢≺∋⊢⊥⊤  
culture	⊢⊢⊢≺⊤⊢⊤⊣≺∋⋈≻  
cup	⊢⊢⊢⊢⊢⊢⊢⊢⊣∋≻⊞  
cupboard	⊢⊢∋⊙⊤≺⊤∋⊤⊤≺⋈  
curious	⊢⊢⊢≺⊤⊣⊤⊢⊤⊣⊤⋈  
current	⊢⊢⊢≺⊤⊣⊤⊙∋≺⊙⊤  
curtain	⊢⊢⊢≺⊤⊣⊤⊞⋈≺⊞≻  
curve	⊢⊢⊢⊢⊢⊢⊙⊣⊤⊥⋈◻  
cushion	⊢⊢⊢≺⊤⊣∋⊢⊞∋⊥⊤  
custom	⊢⊢⊢⊢⊣∈≺⋈⊞⊞∋⊣  
cute	⊢⊢⊢⊢⊢⊢⊢≺∋⋈⊣◻  
cycle	⊢⊢⊢⊢⊢⊢⊙⋈⊙⊞⋈≻  
dad	⊢⊢⊢⊢⊢⊢⊢⊢⊣⊙⊤∋  
damage	⊢⊢⊢⊢⊣∋⊤⊥◻≻∋◻  
damp	⊢⊢⊢⊢⊢⊢⊢≺⊞≻⋈⋈  
dance	⊢⊢⊢⊢⊢⊢⊙∋◻∈⋈◻  
danger	⊢⊢⊢⊢⊣∋⊤◻⊣⊣⊤≺  
daring	⊢⊢⊢⊢⊣∋∈≻◻∋◻⊣  
dash	⊢⊢⊢⊢⊢⊢⊢≺⊞≺⊤≻  
daughter	⊢⊢⊙≻◻⊢∈⊥⊥⊥∈⊢  
dawn	⊢⊢⊢⊢⊢⊢⊢≺⊞⋈≻⊙  
day	⊢⊢⊢⊢⊢⊢⊢⊢⊣⊙∋⋈  
deal	⊢⊢⊢⊢⊢⊢⊢≺◻⊙⋈⊢  
debate	⊢⊢⊢⊢⊣⊙⊣∈⊢≺⊥⊤  
debris	⊢⊢⊢⊢⊣⊙⊣∈∋≺⊞∋  
decade	⊢⊢⊢⊢⊣⊙⊣∈◻⊤⊤⊙  
december	⊢⊢⊙⊤◻⊢⊙⊙⊞◻∈⊥  
decide	⊢⊢⊢⊢⊣⊙⊣∋≻⊥◻⊙  
decline	⊢⊢⊢≺⊥≺∋∈⋈⊞⋈≻  
decorate	⊢⊢⊙⊤◻≻∈⊤◻≻≺⊤  
decrease	⊢⊢⊙⊤◻≻◻⊞⊤⊙⊞≻  
deer	⊢⊢⊢⊢⊢⊢⊢≺◻⊥⊣∈  
defense	⊢⊢⊢≺⊥⋈⊣⋈⊥◻⊤⊙  
define	⊢⊢⊢⊢⊣⊙⊣⊞⊣⊣⊞◻  
defy	⊢⊢⊢⊢⊢⊢⊢≺◻⊥⋈⋈  
degree	⊢⊢⊢⊢⊣⊙⊣◻⋈≻⊤⊙  
delay	⊢⊢⊢⊢⊢⊢⊙◻⊙≻⊥∋  
deliver	⊢⊢⊢≺⊥⊤≻∈∋◻∈⊥  
demand	⊢⊢⊢⊢⊣⊙≻⋈⊤∈≻∋  
demise	⊢⊢⊢⊢⊣⊙≻⋈⊙◻∋◻  
denial	⊢⊢⊢⊢⊣⊙≻⊤⊙⊣⊢≺  
dentist	⊢⊢⊢≺⊥⊤∋∋◻⊣⊢◻  
deny	⊢⊢⊢⊢⊢⊢⊢≺◻⊞⊞⋈  
depart	⊢⊢⊢⊢⊣⊙≻∋≺⊥⊣⊙  
depend	⊢⊢⊢⊢⊣⊙≻∋⊤⋈∈⋈  
deposit	⊢⊢⊢≺⊥⊤◻∈⊥≺∈≻  
depth	⊢⊢⊢⊢⊢⊢⊙◻⊞≻⊤◻  
deputy	⊢⊢⊢⊢⊣⊙≻⊙⊢≻⊥∋  
derive	⊢⊢⊢⊢⊣⊙≻⊥⊤◻∋◻  
describe	⊢⊢⊙∈⊤⊤≺∈≺◻∋◻  
desert	⊢⊢⊢⊢⊣⊙≻⊞≺∋⊤⊤  
design	⊢⊢⊢⊢⊣⊙≻⊞⊤⊣∋≻  
desk	⊢⊢⊢⊢⊢⊢⊢≺◻◻⊙⊤  
despair	⊢⊢⊢≺⊥∈⊤◻◻⊙⊥⊢  
destroy	⊢⊢⊢≺⊥∈∈⋈⋈∈⊙⊞  
detail	⊢⊢⊢⊢⊣⊙≻◻⊣≻⊣⊥  
detect	⊢⊢⊢⊢⊣⊙≻◻≻⊥≺◻  
develop	⊢⊢⊢≺⊥∈◻∈⊥⊥⊙⊣  
device	⊢⊢⊢⊢⊣⊙≺⊣≺≻⊞≻  
devote	⊢⊢⊢⊢⊣⊙≺⊣∈⊢⋈◻  
diagram	⊢⊢⊢≺⊞⊞⊤∈∋⊤⊙∋  
dial	⊢⊢⊢⊢⊢⊢⊢⋈⊣⋈∋⊢  
diamond	⊢⊢⊢≺⊞⊞∈⊢≻⊥⊢⋈  
diary	⊢⊢⊢⊢⊢⊢⊥≺⊣⊤⊢∋  
dice	⊢⊢⊢⊢⊢⊢⊢⋈⊣⋈⊞◻  
diesel	⊢⊢⊢⊢⊣⊙⊞⋈⊢⊢⊤∈  
diet	⊢⊢⊢⊢⊢⊢⊢⋈⊣⊤⋈⊙  
differ	⊢⊢⊢⊢⊣⊙⊞⋈⊤◻⋈∈  
digital	⊢⊢⊢≺⊞◻∈∈⋈⋈∋⊢  
dignity	⊢⊢⊢≺⊞◻∈⊞⊙◻◻⊞  
dilemma	⊢⊢⊢≺◻⊢⋈⊞⊤⊥⋈∋  
dinner	⊢⊢⊢⊢⊣⊙◻⊢⋈⊤⋈∈  
dinosaur	⊢⊢⊙⊥⊞⊞⋈⊙∈⊙∈⊥  
direct	⊢⊢⊢⊢⊣⊙◻≺⊞≻≻⊤  
dirt	⊢⊢⊢⊢⊢⊢⊢⋈⊣∋⊥◻  
disagree	⊢⊢⊙⊞⊢∋⊞≻⊞⊣⋈≻  
discover	⊢⊢⊙⊞⊢⊙≺⊣⊞⊢≺⊥  
disease	⊢⊢⊢≺◻⊣∋⊥⊤∋⊙⊙  
dish	⊢⊢⊢⊢⊢⊢⊢⋈⊣∋◻≻  
dismiss	⊢⊢⊢≺◻⊣⊙⊤⋈⊣⊥⊞  
disorder	⊢⊢⊙⊞⊢⊞⋈◻∋≻⊢⊢  
display	⊢⊢⊢≺◻⊣⊙⊙≺≺⊙⊞  
distance	⊢⊢⊙⊞⊢◻≻≺◻⊤≺⊤  
divert	⊢⊢⊢⊢⊣⊙◻∋∋◻⊥≻  
divide	⊢⊢⊢⊢⊣⊙◻∋⊥⊤≺⊤  
divorce	⊢⊢⊢≺◻≻≺⊢⊤⊣⋈≻  
dizzy	⊢⊢⊢⊢⊢⊢⊥⋈⊢⊣⊣⋈  
doctor	⊢⊢⊢⊢⊣⊥⊞◻◻⊣⊤≺  
document	⊢⊢⊥≻◻⊤⊢⊤⊥⊞⊢◻  
dog	⊢⊢⊢⊢⊢⊢⊢⊢⊣◻⊣⋈  
doll	⊢⊢⊢⊢⊢⊢⊢⋈⋈⊣⊢≺  
dolphin	⊢⊢⊢⋈⊣⊤≺⊙∋∈⊣≻  
domain	⊢⊢⊢⊢⊣⊥◻⊙⊙⊞◻⊙  
donate	⊢⊢⊢⊢⊣⊥◻⊥⊙⊤∋◻  
donkey	⊢⊢⊢⊢⊣⊥◻⊞⊢⊤∋⋈  
donor	⊢⊢⊢⊢⊢⊢⊥⊥≺≻⋈∈  
door	⊢⊢⊢⊢⊢⊢⊢⋈⋈⊣∋∈  
dose	⊢⊢⊢⊢⊢⊢⊢⋈⋈≻≺⊤  
double	⊢⊢⊢⊢⊣⊞⊢⋈⋈∈⊢⊤  
dove	⊢⊢⊢⊢⊢⊢⊢⋈⋈≻⊞≻  
draft	⊢⊢⊢⊢⊢⊢⊥◻∋⊙◻⊤  
dragon	⊢⊢⊢⊢⊣⊞⊤≻⊤⊤⊞◻  
drama	⊢⊢⊢⊢⊢⊢⊥◻∋⊞⊣∋  
drastic	⊢⊢⊢⋈≻⊤⊥⊤◻⊢≻∈  
draw	⊢⊢⊢⊢⊢⊢⊢⋈⊤≻≻⊙  
dream	⊢⊢⊢⊢⊢⊢⊥◻⊥⋈≻∋  
dress	⊢⊢⊢⊢⊢⊢⊥◻⊥∋∋∋  
drift	⊢⊢⊢⊢⊢⊢⊥◻◻⊣⊤⊤  
drill	⊢⊢⊢⊢⊢⊢⊥◻◻≻∈≺  
drink	⊢⊢⊢⊢⊢⊢⊥◻◻≻⊞⊙  
drip	⊢⊢⊢⊢⊢⊢⊢⋈⊤≺⊙⊣  
drive	⊢⊢⊢⊢⊢⊢⊥◻◻⋈⋈≻  
drop	⊢⊢⊢⊢⊢⊢⊢⋈⊤⋈⊥∋  
drum	⊢⊢⊢⊢⊢⊢⊢⋈⊤⊤⊞⊞  
dry	⊢⊢⊢⊢⊢⊢⊢⊢⊣◻⊥∋  
duck	⊢⊢⊢⊢⊢⊢⊢⋈∈⊤⊙⊤  
dumb	⊢⊢⊢⊢⊢⊢⊢⋈∈∋∈≻  
dune	⊢⊢⊢⊢⊢⊢⊢⋈∈∋⊙⊙  
during	⊢⊢⊢⊢⊣◻⊢◻∈∋≻⊣  
dust	⊢⊢⊢⊢⊢⊢⊢⋈∈⊙⊥≻  
dutch	⊢⊢⊢⊢⊢⊢⊞≺⊣⊞∈⊙  
duty	⊢⊢⊢⊢⊢⊢⊢⋈∈⊙◻⊞  
dwarf	⊢⊢⊢⊢⊢⊢⊞⋈⋈⊞∈∈  
dynamic	⊢⊢⊢⋈⊤⊤∋⊤∋∈⊢≺  
eager	⊢⊢⊢⊢⊢⊢⊞⊥⋈≻⊢⊢  
eagle	⊢⊢⊢⊢⊢⊢⊞⊥⋈≺≻⊙  
early	⊢⊢⊢⊢⊢⊢⊞⊥⊙◻⊢∋  
earn	⊢⊢⊢⊢⊢⊢⊢⋈⊥∋◻⊙  
earth	⊢⊢⊢⊢⊢⊢⊞⊥⊥⊢⊤≻  
easily	⊢⊢⊢⊢≻⊢≺◻⊞⊥∈∋  
east	⊢⊢⊢⊢⊢⊢⊢⋈⊥⊙≻⊤  
easy	⊢⊢⊢⊢⊢⊢⊢⋈⊥⊙≻⊞  
echo	⊢⊢⊢⊢⊢⊢⊢⋈⊞⋈≻⊥  
ecology	⊢⊢⊢⋈∋⊤⊞⊥∋◻◻⊞  
economy	⊢⊢⊢⋈∋⊤⊞◻∈⊞⊤⊞  
edge	⊢⊢⊢⊢⊢⊢⊢⋈⊞⊥⊢⊤  
edit	⊢⊢⊢⊢⊢⊢⊢⋈⊞⊥∈≻  
educate	⊢⊢⊢⋈∋◻⊙∈⋈⊥⊥⊤  
effort	⊢⊢⊢⊢≻⊣⊣∋◻⊢⊞⊙  
egg	⊢⊢⊢⊢⊢⊢⊢⊢≻≻⊙⊣  
eight	⊢⊢⊢⊢⊢⊢◻⋈◻⋈⊢◻  
either	⊢⊢⊢⊢≻⊣⊥⊣⊞⊢≺⊥  
elbow	⊢⊢⊢⊢⊢⊢◻∋∋∈⊣◻  
elder	⊢⊢⊢⊢⊢⊢◻∋⊙≻⋈∈  
electric	⊢⊢◻⊢∋⊤⋈⊞⊞⊥⋈⊥  
elegant	⊢⊢⊢⋈⊞◻≺◻◻⊙⊢≻  
element	⊢⊢⊢⋈⊞◻⋈⊤⊥⊙⋈⊙  
elephant	⊢⊢◻⊢∋∋∋⊙⊣⊣⊤⊤  
elevator	⊢⊢◻⊢∋⊙∋◻⊞⊙⋈∈  
elite	⊢⊢⊢⊢⊢⊢◻∋⊞∈⋈◻  
else	⊢⊢⊢⊢⊢⊢⊢⊤≻≺⊥⊤  
embark	⊢⊢⊢⊢≻≻⋈≺⊢⊤⊣⊙  
embody	⊢⊢⊢⊢≻≻⋈≺∈⊣⊤⊞  
embrace	⊢⊢⊢⋈◻≺⊙⊣⊤⊞⊞◻  
emerge	⊢⊢⊢⊢≻≻⋈∈⊤∋⊣◻  
emotion	⊢⊢⊢⋈◻∈⊢⊢⊞⋈⋈◻  
employ	⊢⊢⊢⊢≻≻⊤⋈⊙⊤◻⊞  
empower	⊢⊢⊢⋈◻∈⊣⊞≻⊙∈⊥  
empty	⊢⊢⊢⊢⊢⊢◻⊥⊢⊞⊙⊣  
enable	⊢⊢⊢⊢≻≻∈≺⊙⊞⊞◻  
enact	⊢⊢⊢⊢⊢⊢◻⊥⊤⊙≻⊤  
end	⊢⊢⊢⊢⊢⊢⊢⊢≻≺◻∋  
endless	⊢⊢⊢⋈◻⊙⊥∋≻⋈⊤⋈  
endorse	⊢⊢⊢⋈◻⊙⊥⊞∈⊢≻⊙  
enemy	⊢⊢⊢⊢⊢⊢◻⊥∋∈⋈⋈  
energy	⊢⊢⊢⊢≻≻∈⊙⊣⊣⊞⋈  
enforce	⊢⊢⊢⋈◻⊥≻⊣⊙⊞⋈≻  
engage	⊢⊢⊢⊢≻≻∈⊥⋈⊥⊢⊤  
engine	⊢⊢⊢⊢≻≻∈⊥⊙≻⊞≻  
enhance	⊢⊢⊢⋈◻⊥⊤≺∈⊥∋≻  
enjoy	⊢⊢⊢⊢⊢⊢◻⊥⊥⊙⊢∋  
enlist	⊢⊢⊢⊢≻≻∋≻⊤≺≺◻  
enough	⊢⊢⊢⊢≻≻∋⊤⊙≺⊥⊙  
enrich	⊢⊢⊢⊢≻≻∋⊙⊣⋈⋈⊤  
enroll	⊢⊢⊢⊢≻≻∋⊙⋈⊢⊤∈  
ensure	⊢⊢⊢⊢≻≻∋⊥∈⊢∋≻  
enter	⊢⊢⊢⊢⊢⊢◻⊞⊣⊙⊥⊢  
entire	⊢⊢⊢⊢≻≻∋⊞⊢⋈∈⊤  
entry	⊢⊢⊢⊢⊢⊢◻⊞⊣◻≻⊞  
envelope	⊢⊢◻≻◻⊞⊞⊥⊢◻⊤⊙  
episode	⊢⊢⊢⊤⊢∋⋈≻≺⋈⊣◻  
equal	⊢⊢⊢⊢⊢⊣⊢⊣⊢≺⊣⊢  
equip	⊢⊢⊢⊢⊢⊣⊢⊣⊢⋈∋⋈  
era	⊢⊢⊢⊢⊢⊢⊢⊢≻⋈⊙⋈  
erase	⊢⊢⊢⊢⊢⊣⊢⊣≺⊤⊞≻  
erode	⊢⊢⊢⊢⊢⊣⊢⊣⊥⊣⊞◻  
erosion	⊢⊢⊢⊤⊣∈⊢≺⊥⊥∋◻  
error	⊢⊢⊢⊢⊢⊣⊢⊣⊞∋≺⊢  
erupt	⊢⊢⊢⊢⊢⊣⊢⊣◻⊞∋⊙  
escape	⊢⊢⊢⊢≻≺⊤⊣⊥⊢⊥⊤  
essay	⊢⊢⊢⊢⊢⊣⊢≻⊞≻⊤⊣  
essence	⊢⊢⊢⊤⊣◻⊤⊤≻≻⊤⊙  
estate	⊢⊢⊢⊢≻≺∈⊤⊞⊥≻⊙  
eternal	⊢⊢⊢⊤≻⊣⊞≻⊙⋈⋈⊥  
ethics	⊢⊢⊢⊢≻≺∋⊙⋈⊙◻⋈  
evidence	⊢⊢◻⊥⊥≻≻⊢⊥⊤∋◻  
evil	⊢⊢⊢⊢⊢⊢⊢⊤∈⋈∋⊢  
evoke	⊢⊢⊢⊢⊢⊣⊢⊤∈⊥◻⊙  
evolve	⊢⊢⊢⊢≻⋈⊢∈⊤⊣∈⊤  
exact	⊢⊢⊢⊢⊢⊣⊢∈◻∋⊢◻  
example	⊢⊢⊢⊤≺⊙≺◻⊤≺∋≻  
excess	⊢⊢⊢⊢≻⋈≺⊞⊢∈∈⊣  
exchange	⊢⊢◻◻⋈⊤∈≻∈⊞⊞◻  
excite	⊢⊢⊢⊢≻⋈≺⊞≻≻⊞≻  
exclude	⊢⊢⊢⊤≺⊙⊙⊣⊞◻⊞≻  
excuse	⊢⊢⊢⊢≻⋈≺⊞∋≺⋈◻  
execute	⊢⊢⊢⊤≺⊙◻⊙∋⊥⊥⊤  
exercise	⊢⊢◻◻⊤⋈◻⊢∈⊥≻⊙  
exhaust	⊢⊢⊢⊤≺⊥⊤◻∋⊙⊢≻  
exhibit	⊢⊢⊢⊤≺⊥∈∈∈∋⊤⊤  
exile	⊢⊢⊢⊢⊢⊣⊢∋≺⊣⊣◻  
exist	⊢⊢⊢⊢⊢⊣⊢∋≺≻∈◻  
exit	⊢⊢⊢⊢⊢⊢⊢⊤∋≻⊥≻  
exotic	⊢⊢⊢⊢≻⋈⋈⊥◻⋈⊙∈  
expand	⊢⊢⊢⊢≻⋈⋈⊞≻⊞⊣⊞  
expect	⊢⊢⊢⊢≻⋈⋈⊞⋈⋈⊤⊤  
expire	⊢⊢⊢⊢≻⋈⋈⊞∈≺⋈◻  
explain	⊢⊢⊢⊤≺⊞◻⊞⋈⊙⊞◻  
expose	⊢⊢⊢⊢≻⋈⋈⊞⊙⊥◻⊙  
express	⊢⊢⊢⊤≺◻⊢⋈≻◻≻⋈  
extend	⊢⊢⊢⊢≻⋈⊤≻≻⊣⊣⊞  
extra	⊢⊢⊢⊢⊢⊣⊢∋∋⊥◻⋈  
eye	⊢⊢⊢⊢⊢⊢⊢⊢≻∈⊢⊤  
eyebrow	⊢⊢⊢⊤⋈⊣⊥≺∈⊞≺⊤  
fabric	⊢⊢⊢⊢≻⊤⊢⋈⊢∋⊞⊥  
face	⊢⊢⊢⊢⊢⊢⊢⊤⊙⊥⊥⊤  
faculty	⊢⊢⊢⊤⊤≺◻∈⊣⊢⋈⋈  
fade	⊢⊢⊢⊢⊢⊢⊢⊤⊙⊥◻⊙  
faint	⊢⊢⊢⊢⊢⊣⊢◻⊢⊙⋈⊙  
faith	⊢⊢⊢⊢⊢⊣⊢◻⊢⊥⊤≻  
fall	⊢⊢⊢⊢⊢⊢⊢⊤⊙◻∈≺  
false	⊢⊢⊢⊢⊢⊣⊢◻≻⊢⋈◻  
fame	⊢⊢⊢⊢⊢⊢⊢⊤⊙◻∋◻  
family	⊢⊢⊢⊢≻⊤⊣≻≻≻∋⋈  
famous	⊢⊢⊢⊢≻⊤⊣≻⋈⊞∋∋  
fan	⊢⊢⊢⊢⊢⊢⊢⊢≻∈∋◻  
fancy	⊢⊢⊢⊢⊢⊣⊢◻≻∋⊙⊣  
fantasy	⊢⊢⊢⊤⊤⊤⊞⊞∋◻◻⊞  
farm	⊢⊢⊢⊢⊢⊢⊢⊤⊥⊢∋⊞  
fashion	⊢⊢⊢⊤⊤∈⊙∋⊙⋈≻⊙  
fat	⊢⊢⊢⊢⊢⊢⊢⊢≻∈⊙⊤  
fatal	⊢⊢⊢⊢⊢⊣⊢◻⊤⊣∋⊢  
father	⊢⊢⊢⊢≻⊤⊣⊙⊥⊤⊢⊢  
fatigue	⊢⊢⊢⊤⊤∈⊞⊞≻∈⋈◻  
fault	⊢⊢⊢⊢⊢⊣⊢◻⊤⊙⊥≻  
favorite	⊢⊣⊢≺∋⊤⊣◻⊤⊙⊤⊙  
feature	⊢⊢⊢⊤∈⊞⊥⊞⊣⋈⋈≻  
february	⊢⊣⊢∈∈⊙∋⊣≻⊤◻⊞  
federal	⊢⊢⊢⊤∈◻≺⊢∋∋⋈⊥  
fee	⊢⊢⊢⊢⊢⊢⊢⊢≻∋⋈≻  
feed	⊢⊢⊢⊢⊢⊢⊢⊤⊞∈⋈⊞  
feel	⊢⊢⊢⊢⊢⊢⊢⊤⊞∈⊤∈  
female	⊢⊢⊢⊢≻⊤⊥⊙⊤⊢≻⊙  
fence	⊢⊢⊢⊢⊢⊣⊣≺⊢≻≺⊤  
festival	⊢⊣⊢∋⊣∈∈⊥⊤∈⊣⊢  
fetch	⊢⊢⊢⊢⊢⊣⊣≺≻⊙⊙≻  
fever	⊢⊢⊢⊢⊢⊣⊣≺≺∋≺⊢  
few	⊢⊢⊢⊢⊢⊢⊢⊢≻∋⊤⊙  
fiber	⊢⊢⊢⊢⊢⊣⊣∈⋈⊙⊥⊢  
fiction	⊢⊢⊢⊤⊙∈⋈⊙⊞⋈◻⊙  
field	⊢⊢⊢⊢⊢⊣⊣∈∈⊣⊣⊞  
figure	⊢⊢⊢⊢≻∈⊤⊥◻⋈⊙⊙  
file	⊢⊢⊢⊢⊢⊢⊢∈⊢≺◻⊙  
film	⊢⊢⊢⊢⊢⊢⊢∈⊢⋈⊢⋈  
filter	⊢⊢⊢⊢≻∈∈≻∋⊙⊥⊢  
final	⊢⊢⊢⊢⊢⊣⊣∈⊥⊙⊙∈  
find	⊢⊢⊢⊢⊢⊢⊢∈⊢⋈⋈⊣  
fine	⊢⊢⊢⊢⊢⊢⊢∈⊢⋈⋈≻  
finger	⊢⊢⊢⊢≻∈∈⋈⊣⊢≺⊥  
finish	⊢⊢⊢⊢≻∈∈⋈≻⊢◻◻  
fire	⊢⊢⊢⊢⊢⊢⊢∈⊢⊤⊣≻  
firm	⊢⊢⊢⊢⊢⊢⊢∈⊢⊤⊣⊞  
first	⊢⊢⊢⊢⊢⊣⊣∈◻⊙⋈⊙  
fiscal	⊢⊢⊢⊢≻∈∈⊙⊙≻⊙∈  
fish	⊢⊢⊢⊢⊢⊢⊢∈⊢⊤≺⊙  
fit	⊢⊢⊢⊢⊢⊢⊢⊢≻⊙≻⊤  
fitness	⊢⊢⊢⊤⊙⊥⋈∈⊙⊙◻⋈  
fix	⊢⊢⊢⊢⊢⊢⊢⊢≻⊙≻⊥  
flag	⊢⊢⊢⊢⊢⊢⊢∈⊣⊤⊣⋈  
flame	⊢⊢⊢⊢⊢⊣⊣⊥≻∋⊣◻  
flash	⊢⊢⊢⊢⊢⊣⊣⊥≻⊙≺⊙  
flat	⊢⊢⊢⊢⊢⊢⊢∈⊣⊤≻⊤  
flavor	⊢⊢⊢⊢≻∈◻⊥≻⊢⊞∈  
flee	⊢⊢⊢⊢⊢⊢⊢∈⊣⊤⊞≻  
flight	⊢⊢⊢⊢≻∋⊢⋈≻⊥⊣⊙  
flip	⊢⊢⊢⊢⊢⊢⊢∈⊣∈⊙⊣  
float	⊢⊢⊢⊢⊢⊣⊣⊥⊙≺⊞⊙  
flock	⊢⊢⊢⊢⊢⊣⊣⊥⊙⋈≻⊤  
floor	⊢⊢⊢⊢⊢⊣⊣⊥⊙∈∈⊢  
flower	⊢⊢⊢⊢≻∋⊢⊞⊤⊥⊙≺  
fluid	⊢⊢⊢⊢⊢⊣⊣⊥⊞◻∋⊞  
flush	⊢⊢⊢⊢⊢⊣⊣⊥◻⊣∈⊙  
fly	⊢⊢⊢⊢⊢⊢⊢⊢≻⊙⊥∋  
foam	⊢⊢⊢⊢⊢⊢⊢∈≻⊙⋈⊣  
focus	⊢⊢⊢⊢⊢⊣≻⊢⊣⊙◻⋈  
fog	⊢⊢⊢⊢⊢⊢⊢⊢≻⊥≻⊞  
foil	⊢⊢⊢⊢⊢⊢⊢∈≻⊥⊞⊢  
fold	⊢⊢⊢⊢⊢⊢⊢∈≻⊞⋈⊣  
follow	⊢⊢⊢⊢≻∋∋⊢⊣⊥∈⊤  
food	⊢⊢⊢⊢⊢⊢⊢∈≻⊞⊞⊞  
foot	⊢⊢⊢⊢⊢⊢⊢∈≻◻⊢≻  
